Gene ID,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
ENSG00000033050.9,357,280,359,89,87,995,571,580,329,379,41,717,319,203,104,80,181,169,187,215,760,586,227,1951,186,288,97,246,564,247,207,124,270,256,135,179,97,1751,742,111
ENSG00000033100.16,8164,6123,4293,3918,3187,5536,7339,6844,2312,8334,5553,12797,3447,4340,2245,355,1625,2385,464,3088,4800,2642,3160,1829,864,3245,1917,2736,2833,2838,2979,2250,2930,1044,1529,1749,3267,5198,2389,2435
ENSG00000033122.21,278,100,102,158,81,320,259,156,173,242,79,122,303,121,192,23,116,2057,38,76,87,333,130,33,135,200,135,288,82,401,94,231,272,170,149,163,106,223,312,410
ENSG00000033170.17,426,956,2289,623,320,2052,1241,540,491,1129,84,1564,663,432,828,77,571,1483,138,238,634,1535,142,1066,923,3655,258,1164,1195,460,417,220,649,490,733,453,137,1966,351,281
ENSG00000033178.13,4442,4944,3372,4266,3583,8129,4475,3558,4047,5056,4667,6405,3831,3398,2782,428,4216,5747,667,699,1224,5300,3566,1644,3303,5334,3642,7327,3249,7813,2491,3455,5090,2714,6655,3943,4843,6881,8102,11642
ENSG00000033327.13,35659,10893,4109,6738,9678,14667,21448,8163,10409,24911,16762,22193,5758,29584,7043,2474,7717,3250,1212,2990,11356,2827,12081,2812,3811,2776,9025,8260,4971,6346,9069,8940,8114,3421,3718,7257,7085,3911,6265,11972
ENSG00000033627.17,2807,5333,3449,2596,7919,2463,3720,2584,5206,4735,4712,3050,1526,1594,3048,176,3974,1042,740,611,2403,2745,1759,3200,2348,412,3175,3146,2684,1192,2584,1066,2862,1798,6683,4591,4072,17471,10433,2756
ENSG00000033800.14,6854,4427,3166,2945,4899,8416,4893,3445,5054,9479,5120,4609,4505,6245,4299,1109,4311,3862,1747,1544,2581,4472,5359,5406,3198,5257,5844,4989,4181,4470,6204,5068,5549,3045,5667,4393,5173,7083,6624,8441
ENSG00000033867.16,2666,601,2135,301,954,5931,863,730,1457,5246,158,308,1528,364,695,180,2239,1952,192,794,1247,2329,1197,637,1702,3077,725,3997,376,1777,2136,375,3474,3038,1532,1552,3716,2010,1281,3534
ENSG00000034053.14,2763,1188,2046,898,357,191,487,49,1044,14184,108,108,2144,144,979,30,262,4340,125,1304,169,293,451,213,898,296,282,1974,361,140,50,395,2294,938,672,965,120,643,1039,551
ENSG00000034152.19,20256,8535,3672,6377,8189,10333,18395,15054,17127,14045,19098,16803,8611,12734,11447,2331,4677,4692,2184,3507,15839,9603,6897,7186,2448,3400,10363,3235,3282,2981,4451,3311,3254,5597,6246,4370,2736,54583,14838,5310
ENSG00000034239.11,1,2,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,2,0,0,11,14,0,11,1,0,1,0,35,0,9,0,0,1,0,2,0,2,4,3
ENSG00000034510.6,5567,1982,2984,3247,1734,66420,10205,21054,4726,4749,3094,10437,1193,115285,2116,3647,4780,7500,15651,20068,60856,7228,14762,336654,1034,2098,1622,1729,2811,1024,4992,2234,2034,154,1637,1049,997,41842,1205,1880
ENSG00000034533.12,448,476,638,437,445,628,552,478,296,1381,505,359,868,1094,416,50,319,400,42,168,258,703,345,478,189,498,299,312,175,717,598,493,579,143,355,252,261,709,371,442
ENSG00000034677.13,5777,6192,3247,3750,6860,8051,9710,10451,10546,11095,7480,6027,6862,9931,5535,907,4817,7407,871,4118,3107,4467,4043,4037,7160,7951,7134,6635,4484,5349,10358,6042,6353,4177,7009,5237,4205,22143,7754,4775
ENSG00000034693.15,143,512,560,233,177,906,286,215,138,391,139,799,549,120,215,77,159,940,40,152,282,523,189,259,107,500,111,343,255,551,170,191,317,88,197,261,123,695,164,277
ENSG00000034713.8,2699,2888,1248,4655,2983,6843,2920,2639,3375,4651,1484,2369,2568,2611,3204,535,1936,1973,897,1447,5517,2311,1638,11124,2185,1956,3325,2236,3206,1393,2038,1316,2098,988,1877,2115,1643,17417,3989,2287
ENSG00000034971.17,23,0,2,1,2,0,0,0,7,2,0,11,2,0,1,0,0,0,0,0,0,43,0,0,0,0,1,0,1,0,1,1,0,2,0,4,6,1,6,0
ENSG00000035115.22,491,622,793,144,316,794,679,642,419,1353,94,1449,408,272,387,133,414,90,72,327,705,872,98,488,649,942,322,864,1275,340,760,181,916,642,550,450,507,989,375,467
ENSG00000035141.8,1268,1539,1269,381,603,3223,2456,2055,854,1521,737,1972,1099,2140,641,446,912,1539,690,1722,3441,1155,1107,4166,653,1189,774,648,1768,1178,2393,1662,875,520,1159,500,488,3055,385,516
ENSG00000035403.18,2608,15679,6601,5655,7179,12707,5326,8240,5265,7127,3369,2097,11661,4767,4972,1377,7503,21148,2034,2080,4609,7643,3096,17530,5413,8765,3976,4020,9370,2986,6811,3223,1913,2102,6245,4708,7399,11371,7473,4034
ENSG00000035499.13,88,453,929,86,112,892,659,360,530,22,42,109,195,191,201,103,234,251,197,159,580,1545,281,637,167,455,108,196,392,820,402,498,155,232,102,390,315,3567,206,162
ENSG00000035664.11,56,192,282,52,1549,134,33,81,359,1025,561,63,220,482,496,108,207,36,9,14,299,607,259,280,59,133,507,139,1286,93,263,96,346,370,1268,1336,44,305,338,340
ENSG00000035681.9,3472,4138,3813,2325,2488,5041,4176,5762,3400,3323,2370,4641,2059,3895,3071,880,2358,1980,911,1518,3735,3099,1584,4508,2802,4123,2208,3805,6002,4269,7645,2299,2255,3479,1577,1881,6185,4589,2117,3332
ENSG00000035687.10,796,1941,1747,776,2554,2612,1086,1736,1247,2542,976,2593,1527,1038,950,420,1543,456,441,465,1495,2764,914,3029,911,1908,941,1953,2665,1169,1151,1341,1929,1104,1391,2452,2345,2954,1018,1932
ENSG00000035720.8,221,501,519,204,147,2964,277,861,327,745,222,940,511,43,561,241,398,494,107,555,386,593,387,415,193,801,181,904,40,486,9,51,591,14,481,314,79,252,945,1371
ENSG00000035862.12,2903,4459,1879,872,1516,1081,2063,3260,1352,7906,1407,6627,1103,5391,1348,949,1727,129,533,742,10590,2689,4712,36684,887,909,940,2845,6203,2126,3442,4077,1914,1756,909,2368,2837,5046,1088,4247
ENSG00000035928.16,4379,3892,2863,1718,3827,6509,6372,3449,5246,4715,3524,3878,3026,3993,2524,869,3183,5984,995,1119,1750,4130,2309,1580,3018,4829,2974,5123,2688,4160,3230,2951,3493,1267,4171,3130,3159,7554,3893,5573
ENSG00000036054.13,2755,2257,1511,2723,2839,3597,3100,1511,3710,3109,3980,1863,2346,1720,2219,420,2145,2220,595,543,1104,3295,2948,1065,2511,2126,2348,3376,1297,3695,1118,2307,2537,1890,3990,2732,2699,6937,7255,4155
ENSG00000036257.13,8754,3455,2976,3921,4877,8791,5819,4071,5800,6725,5682,5269,5255,4036,4395,910,4203,4822,1377,1211,3320,5935,3233,2177,5953,3786,6331,5188,3763,7486,3966,5586,4288,2853,6132,3491,4893,7865,8318,8203
ENSG00000036448.10,56,39,60,89,58,254,22,108,20,55,5,52,26,12,25,25,116,35,0,71,60,196,3,25,42,561,81,97,121,15,86,5,39,66,88,36,27,365,40,12
ENSG00000036473.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
ENSG00000036530.9,27,2,12,9,68,408,18,22,98,30,4,7,14,23,15,193,10,20,0,3,24,123,9,9,48,75,47,43,224,17,62,24,25,17,170,30,95,120,37,108
ENSG00000036549.13,2496,3178,3026,1680,1271,4199,3844,2700,1773,2740,959,3481,2091,2942,1803,441,1510,4122,531,1330,1553,4175,1346,2762,2144,4121,1863,2687,4976,3480,4902,3815,1756,925,1959,1213,2073,4056,1430,2022
ENSG00000036565.15,10,5,12,1,3,0,2,3,2,2,0,6,2,1,1,7,46,0,0,1,3,2,0,0,2,7,0,1,18,1,3,1,11,48,2,0,1,4,2,0
ENSG00000036672.16,86,11,4,440,75,685,31,64,1254,29,18,33,76,1270,43,58,109,83,903,3,169,88,28,871,35,117,41,6,27,18,172,2326,19,161,45,42,47,45,36,156
ENSG00000036828.17,9,7,17,7,20,2,5,5,8,3,8,3,11,3,14,1,13,2,2,0,2,31,0,25,0,3,7,1,8,1,6,1,5,10,4,14,11,16,5,4
ENSG00000037042.9,75,163,113,27,135,671,219,88,193,106,20,203,41,340,80,22,140,76,44,72,301,203,57,670,52,128,40,96,103,70,22,52,83,279,117,194,63,728,57,49
ENSG00000037241.7,181,155,191,154,105,1272,519,485,185,323,55,259,120,785,164,228,146,131,307,245,1145,394,404,2507,73,157,76,101,182,146,213,119,104,44,42,106,117,1460,107,141
ENSG00000037280.16,84,83,28,14,6,60,45,9,37,56,5,2849,36,25,55,705,51,140,4,22,228,97,15,8,26,164,27,2790,88,21,4,48,15,43,7770,26,20,135,30,1194
ENSG00000037474.15,2058,1726,2664,1256,1738,6060,4437,3066,3113,3724,1687,2684,2893,4228,2276,609,2509,6091,875,1299,2424,3908,1364,5211,2763,3126,2384,3334,2198,2393,4615,3919,2133,2323,2160,1683,3277,6409,1579,2453
ENSG00000037637.11,8704,3679,2153,4313,1965,2746,2223,2005,2889,6625,3949,2394,3079,1475,899,504,2611,2100,382,898,3614,2152,2828,2032,1569,2154,2447,2253,3106,2882,968,3172,2361,1460,2037,1903,3614,3544,2672,2997
ENSG00000037749.12,448,670,796,527,784,279,799,469,509,1362,375,732,1369,469,686,109,317,115,112,213,216,1022,374,138,217,697,598,611,776,935,465,467,944,364,442,600,470,1135,703,731
ENSG00000037757.14,1072,615,611,116,434,1115,567,912,387,608,69,772,214,390,563,253,389,524,183,496,881,392,144,999,241,373,251,337,923,351,713,416,378,280,296,217,423,516,147,330
ENSG00000037897.17,261,277,455,110,84,633,805,498,303,65,109,550,203,1041,295,178,166,312,217,253,871,402,133,601,212,328,97,64,256,213,927,347,60,266,58,55,71,879,63,58
ENSG00000037965.6,2,0,0,0,0,0,3,1,1,0,2,0,1,1,1,1,0,1,0,0,1,3,1,1,0,1,1,0,0,1,1,2,1,3,0,1,0,6,0,2
ENSG00000038002.9,350,569,431,194,288,1107,1015,628,327,545,247,755,253,1232,332,253,653,357,655,401,1558,708,439,3296,246,467,301,422,669,386,910,472,380,97,203,127,424,1386,177,234
ENSG00000038210.14,684,1704,1279,834,716,4186,1458,826,1152,1475,885,803,1116,949,385,281,853,707,355,233,1061,2185,579,882,629,1273,508,1503,924,1980,862,724,1100,732,664,1334,1027,4652,832,1127
ENSG00000038219.13,8679,5346,6128,3893,7099,10466,11219,6174,6266,17592,6797,7003,7291,6334,8018,1746,5549,6131,1331,1957,1934,6776,7166,3318,5802,7526,9282,7577,3746,8457,6857,7557,11552,4848,7296,8718,10144,9660,10140,9779
ENSG00000038274.17,716,2227,2207,792,708,4652,1236,1401,1093,2781,449,1667,1494,1829,883,341,961,487,484,550,2238,3115,1599,4643,637,1613,768,1722,3016,1348,1726,1432,1732,224,582,1173,1188,8800,872,1233
ENSG00000038295.8,0,1,0,1,0,3,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0
ENSG00000038358.15,8274,2814,3474,3413,4461,6833,8572,7862,4820,9233,4310,9484,4587,5652,3000,1293,2375,7075,875,3313,3633,3220,3487,462,2505,3111,3713,2141,2450,2500,5627,3943,4238,2506,2630,2064,2510,4853,3556,3468
ENSG00000038382.20,6265,9252,7101,4838,4867,8073,7000,9054,4608,15417,1697,11392,4977,435,4467,2501,8715,4170,899,3326,4189,6026,2915,3313,9812,513,1657,12227,905,7049,2176,9899,5059,2421,1342,6381,20971,5006,2854,11394
ENSG00000038427.16,925,11110,10572,74,607,460,1391,29911,25785,25948,80,133,757,8144,1214,1382,11043,871,74964,254,962,23514,3064,22386,291,427,439,22325,242,567,86,643,24519,19502,702,86174,664,52069,2423,3458
ENSG00000038532.16,4368,2880,3421,4434,2095,1998,3831,3202,3918,6060,1501,3757,2322,1517,2455,842,1885,1642,700,1039,3383,3924,743,1029,1412,3197,1820,2605,2425,1975,2194,2374,2360,1632,1949,1865,2160,6319,2583,1666
ENSG00000038945.15,1,105,13,46,6,5140,35,98,136,185,3,1,96,2,5,16,17,3,22,5,3,34,19,30,19,22,29,710,30,31,71,164,262,67,221,4989,9,209,7,66
ENSG00000039068.19,113,58,9,54,100,303,243,12,592,209,2,70,138,24,175,34,178,13,63,81,104,1184,302,50,249,80,300,243,44,33,8,12,96,90,124,361,124,7097,1372,81
ENSG00000039123.16,3428,3135,3225,2084,2280,3316,4588,3546,2667,2630,2067,3110,2715,1870,2424,1023,2287,3275,904,954,1689,4658,1053,715,2583,4098,2696,3226,4044,4585,3419,3541,2615,1525,3473,1985,2403,7765,2925,3600
ENSG00000039139.9,3,6,3,1,3,4,1,1,0,4,0,0,1,3,2,2,1,0,0,0,9,1,0,20,0,0,3,3,1,0,3,1,0,2,1,1,3,4,1,3
ENSG00000039319.17,802,1099,980,672,1822,1314,482,614,792,2803,1519,1599,1855,413,981,207,1711,1188,149,260,313,1713,1120,548,1199,1898,1183,2176,978,1180,441,814,1485,2083,927,3317,2256,1543,1987,2754
ENSG00000039523.20,4952,1699,1256,5204,1637,9466,4170,3160,6353,15564,5449,2506,3030,1943,1126,541,1850,2770,443,1033,4041,4669,5211,816,1655,1975,2650,2672,933,1746,2550,1157,4094,1700,2307,2688,1778,6901,3825,3497
ENSG00000039537.14,1,1,1,1,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,12,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
ENSG00000039560.14,5,96,6,6,2,344,65,17,88,261,4,50,30,2,6,35,10,18,3,17,124,89,42,5,47,119,33,16,8,6,87,116,11,38,8,136,61,123,44,373
ENSG00000039600.11,6,1,3,2,2,2,4,0,21,28,3,21,0,22,0,8,22,1,3,4,24,47,0,93,5,3,13,4,47,1,16,20,6,6,8,3,1,61,4,5
ENSG00000039650.12,2404,1193,2452,846,1368,2849,3415,3511,1522,2531,857,3303,900,2571,1348,441,1705,1684,460,1367,2324,2680,1055,3830,1209,1277,851,900,1196,889,3010,2080,1580,2179,901,1332,2257,2181,955,935
ENSG00000039987.7,117,6,6,39,28,6,4,3,16,39,12,133,8,6,9,2,14,13,0,0,1,24,6,0,26,14,28,7,13,21,6,14,8,12,1,7,20,20,38,23
ENSG00000040199.18,745,323,547,267,395,1840,1449,281,1831,1585,434,524,1788,513,1190,88,300,1160,80,103,368,1617,726,188,727,627,1687,988,230,957,71,153,927,330,717,614,547,10334,2464,638
ENSG00000040275.17,200,383,711,160,178,1302,684,374,417,228,68,484,463,549,190,106,282,341,224,227,325,1319,460,933,166,353,192,267,525,497,464,456,373,243,158,288,154,2297,152,335
ENSG00000040341.18,590,1302,1735,190,983,1512,1133,2391,705,482,299,1904,493,813,669,200,980,1336,259,1142,1716,1917,348,2523,761,1809,396,1087,1812,757,1347,767,568,714,572,706,924,2225,380,556
ENSG00000040487.13,1663,817,505,1237,477,923,800,1654,1157,3899,691,1161,701,1553,873,109,1130,469,353,257,376,969,348,3388,482,741,752,696,927,483,2304,1998,701,1002,536,627,1099,1415,758,726
ENSG00000040531.16,609,577,774,328,247,624,782,1024,645,1448,188,1240,419,436,524,108,444,305,122,353,1395,1085,186,755,496,272,436,543,674,508,782,354,730,296,204,472,563,818,364,331
ENSG00000040608.14,362,524,334,11,41,187,847,239,53,31,81,4117,68,94,26,73,23,95,0,99,663,89,237,23,7,107,5,184,222,56,40,3,47,5,14,14,3,223,12,54
ENSG00000040633.13,1146,609,711,739,429,713,439,650,529,1456,484,990,595,4849,245,98,428,607,93,421,450,2234,672,1237,388,237,486,463,530,278,1041,1189,531,236,194,426,1051,1069,610,694
ENSG00000040731.10,1,2,2,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,2,1,2,1,0,1,0,1,0,0,0,0,2,3,0,0,9,0,2,7,0
ENSG00000040933.16,1865,4605,2982,703,2985,1399,1889,2769,1657,15698,741,3857,2064,1620,2046,348,3829,1840,216,1175,1885,4402,663,1593,2588,1904,709,3808,2678,1124,1882,821,4585,2536,1378,3819,2672,5357,630,1963
ENSG00000041353.10,120,2298,3071,171,32,2265,408,166,104,882,182,15,1400,4178,755,12,25,3122,437,104,366,1411,399,1160,50,355,83,403,529,698,90,86,273,41,1955,417,7,1603,4907,185
ENSG00000041357.16,1599,2430,2698,1381,1259,11829,4522,4324,2495,3505,1533,2869,1875,6377,1641,957,2570,2300,2165,1933,4037,4995,2587,18874,1373,3224,1640,1892,2820,2528,3369,2733,2331,674,1409,1742,1624,12354,1312,1833
ENSG00000041515.16,5,3,6,24,4,13,1,2,4,8,7,3,30,4,5,1,45,2289,0,0,1,10,4,12,951,27,4,18,30,4,6,5,2,6,68,8,1191,5,675,44
ENSG00000041802.11,1564,2527,2539,827,1448,4150,4770,2375,2536,2746,1237,3507,2018,2300,2156,512,1193,1838,333,1657,2215,3304,1149,1548,2514,2612,854,1491,2618,2451,2336,1744,1535,1285,2130,1176,1359,3725,1243,1676
ENSG00000041880.14,224,437,80,119,52,1176,267,432,195,273,105,174,74,1414,227,69,144,45,273,247,878,204,93,2513,117,536,238,112,469,96,214,274,245,90,71,57,53,714,46,105
ENSG00000041982.16,74,438,97,28,19,94,970,410,141,21,37,83,2,18,29,293,34,102,34,85,629,71,420,1,24,33,186,145,124,27,51,568,11,35,35,566,54,1289,71,7
ENSG00000041988.15,1159,332,227,460,106,768,530,302,630,861,321,786,347,298,240,71,288,492,162,483,625,524,321,435,291,287,537,374,364,234,331,295,370,228,212,175,230,638,489,394
ENSG00000042062.13,1695,1780,2580,1315,760,2303,2949,366,4799,4275,894,618,1802,166,3394,130,1031,369,126,498,224,3214,991,215,1553,713,3014,1815,311,1202,443,971,1539,1911,1160,1881,979,25468,5591,1170
ENSG00000042088.14,1171,1603,1721,1115,2211,2068,1774,1733,1705,2884,1439,1369,1451,2031,1025,339,1648,1074,403,604,1610,1890,438,1818,1244,803,989,1392,1289,1139,2616,2252,1627,487,1278,1011,909,2725,1045,1020
ENSG00000042286.15,48,140,37,24,33,448,304,213,220,155,92,34,176,350,64,27,55,106,98,48,252,195,49,183,108,35,417,57,52,109,223,660,47,104,64,65,42,322,194,37
ENSG00000042304.12,5,3,0,3,3,0,0,1,6,2,0,0,2,0,0,0,10,0,0,0,0,77,2,1,0,1,0,1,0,0,1,1,0,2,1,1,3,1,5,2
ENSG00000042317.17,244,280,241,66,143,348,289,194,96,42,173,442,81,197,149,102,82,295,35,202,432,201,141,434,136,396,168,173,474,387,282,129,63,83,147,61,173,387,56,102
ENSG00000042429.12,1601,1424,1338,1318,956,1221,3413,1469,1254,1767,815,3085,1480,428,1393,355,1133,2271,112,515,770,1254,302,709,2522,2886,856,2308,1594,2099,2233,1881,1579,2481,1399,1313,905,2990,1260,1918
ENSG00000042445.14,1198,806,753,497,594,922,921,1252,637,1595,609,1760,704,762,612,213,1003,622,259,458,869,639,287,2361,576,586,959,887,1372,597,1120,915,710,755,517,406,558,1235,506,714
ENSG00000042493.16,1110,2749,3278,1211,2353,5684,4288,7839,2597,4769,1839,6908,1191,32532,2470,118,3722,2551,5165,4175,5031,3793,3777,75218,656,2190,1550,556,2709,154,6276,2571,720,689,1144,1190,1163,10478,645,938
ENSG00000042753.12,779,1101,880,598,413,9344,2154,2756,1464,1086,238,1604,608,5316,953,923,768,897,1451,1640,5944,2029,1837,13346,370,637,870,511,1053,678,2673,814,462,71,429,479,347,7853,570,627
ENSG00000042781.14,25,20,7,21,4,7,0,4,7,3,3,4,21,1,3,1,2,34,0,1,0,12,0,0,6,1,60,10,11,64,6,16,5,5,4,11,23,14,14,64
ENSG00000042813.8,8,1,8,45,0,6,2,4,3,8,2,2,2,1,1,0,2,5,0,2,5,14,0,6,5,3,0,3,6,3,1,4,7,0,1,1,0,11,2,2
ENSG00000042832.12,125,18,98,54,320,88,27,98,163,622,98,37,146,74,168,6,307,26,12,30,24,419,71,8,343,28,38,78,37,23,67,33,120,172,74,153,241,159,166,83
ENSG00000042980.13,2040,3683,2198,2759,2922,8274,3443,3106,627,5721,721,319,3065,1921,2038,167,1379,26,172,957,3530,1335,1612,2780,1022,2517,825,7902,7148,1097,118,227,5285,338,1267,6850,362,1733,1702,1412
ENSG00000043039.7,5,2,1,3,0,0,2,1,3,4,2,1,2,0,3,0,2,2,1,0,0,1,0,0,1,0,1,3,1,3,0,2,0,1,3,1,0,0,0,1
ENSG00000043093.15,5229,3542,2472,3054,2550,6928,4974,2086,3149,3672,5384,2758,3729,3524,2790,381,1990,2682,636,907,1630,3747,3274,2614,2554,3631,5551,4283,2796,6010,3730,4224,4909,1541,4376,2555,3072,20903,7519,5921
ENSG00000043143.20,1782,2043,3224,2558,756,5399,2039,2310,2505,16210,1594,8177,3994,2348,1537,417,1410,827,625,904,2755,2775,1721,2727,1487,5642,1222,4164,4222,1073,1378,2856,5125,573,1436,1652,1348,3354,2261,1927
ENSG00000043355.12,0,0,2,1,0,3,0,0,0,1,17,1,3,0,0,0,0,1,0,0,0,0,0,2,0,135,0,1,1,0,0,0,0,13,0,0,0,4,0,0
ENSG00000043462.13,5034,7039,5439,4332,5334,17398,5580,5134,6215,25167,8387,6958,6053,13676,8121,1340,8923,10908,2038,4965,7867,5004,7678,11147,3439,8054,4058,4841,4653,3354,12281,4760,6606,6164,8246,5794,8077,9016,9108,7711
ENSG00000043514.17,1231,772,818,748,245,1000,1492,720,845,1092,253,728,933,422,486,190,975,1516,136,328,482,920,352,823,789,857,1245,606,818,1657,646,537,575,522,556,422,1104,1436,560,1086
ENSG00000043591.6,336,909,705,1,246,28,3015,101,89,337,56,65,109,32,8,8,3,97,12,1,1930,206,39,267,3,19,3,40,6,156,17,9,24,36,30,56,8,565,1614,37
ENSG00000044012.4,1,0,0,4,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
ENSG00000044090.10,1304,738,1109,542,811,895,989,938,398,1092,290,2606,834,610,589,271,794,1304,154,743,1122,889,295,1928,538,917,332,418,1434,317,825,721,522,507,230,379,582,1021,253,517
ENSG00000044115.21,7509,6033,1946,2979,2175,8597,5801,5750,4605,4635,1815,5462,3462,4563,3136,1663,2914,6576,2453,578,7426,4115,2124,11952,1612,402,4212,3405,5163,3040,7626,1709,2060,1869,1411,3388,2091,16791,3202,4879
ENSG00000044446.12,3948,3897,2819,1217,3380,4653,4108,3250,2551,3634,2261,3669,1866,3315,3377,860,3746,2369,881,972,3957,2901,1301,1046,2262,2141,2419,1530,3003,2307,3030,2779,1911,2487,1761,2049,4403,3529,1776,1615
ENSG00000044459.15,229,838,1568,87,915,1366,1057,986,425,110,257,172,257,566,676,252,695,387,245,241,1206,1814,146,990,308,958,334,412,775,779,785,257,335,955,411,358,303,2097,284,450
ENSG00000044524.11,2,3,0,0,0,2,6,6,4,0,0,0,56,1,0,4,2,2,0,0,29,2,5,0,7,0,1,1,0,0,0,2,0,1,1,0,63,5,0,61
ENSG00000044574.8,357806,128066,35947,57086,24432,69213,99596,29043,65322,44257,100805,104559,18271,66859,24320,5147,31925,43344,39560,21356,59118,65950,17650,61564,67767,15708,82548,29543,54469,20372,35015,13235,28755,7859,47464,6698,35003,56666,34829,23266
ENSG00000046604.13,13,5,4,734,4,39,60,2,54,31,0,0,431,8,606,10,217,32,5,9,17,403,57,8,23,3,288,23,34,5,16,635,31,8,137,232,261,772,72,51
ENSG00000046647.13,508,527,495,213,309,1203,666,654,359,654,92,580,287,343,284,144,499,254,99,462,857,452,187,674,260,480,208,267,473,281,390,145,264,163,209,212,424,859,175,280
ENSG00000046651.15,1724,2591,1949,1785,1962,5926,2698,3353,2005,3593,1833,1804,1671,3083,1308,368,4023,1607,219,1365,987,4392,766,1949,4262,1906,1557,1951,2374,1316,4799,1847,3016,2054,1815,1695,6344,5603,2135,2304
ENSG00000046653.15,318,188,50,152,203,664,130,99,287,470,151,60,325,67,169,133,1189,213,47,31,146,504,112,75,2061,117,382,270,166,202,3402,530,334,179,122,228,2097,1464,336,530
ENSG00000046774.10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000046889.19,4,20,2,2,4,1142,9,39,24,2,3,5,3,5,9,3,3,270,0,276,11,162,0,9,2,9,11,8,2,18,2,22,1,23,81,30,6,71,13,15
ENSG00000047056.16,3375,2159,1695,3564,2817,6749,2700,1992,2182,6593,3113,2365,3667,4206,2461,461,2414,2209,476,966,2140,2813,4034,2450,2130,1964,2436,1985,1322,3124,3590,2193,2480,1496,1778,1855,3650,2784,2747,3879
ENSG00000047188.16,1517,1970,2598,2153,2114,5557,2519,1846,1882,6288,954,1687,3246,2312,1534,336,2019,1353,301,945,811,3262,1951,2695,1954,3317,2140,2775,2193,2819,1697,2545,3060,3130,2483,2883,657,5739,2161,3716
ENSG00000047230.15,1340,1518,912,414,472,2388,1244,895,424,436,207,1124,373,191,470,220,666,984,165,743,1535,1069,294,1472,398,927,340,592,1554,716,286,338,519,310,449,454,292,2121,254,454
ENSG00000047249.18,2570,2455,1563,2166,1928,4751,3073,2668,3344,2196,3166,1676,1383,1966,1356,362,1792,2793,895,743,2678,1811,1610,2392,1328,1908,1974,2083,1175,2303,2129,1497,1603,804,1800,1322,1937,3579,2902,1949
ENSG00000047315.17,6304,4464,4452,5479,4188,10643,6772,5651,5444,8778,3738,4660,4346,6545,2978,996,4603,6048,1718,2145,2272,7775,3554,2900,2633,4809,7047,5075,5277,6739,10323,8080,6796,2041,4274,3401,7600,10355,6390,7623
ENSG00000047346.12,3233,3135,1693,2564,3095,5435,3063,1919,3280,11648,5473,2471,4414,1323,1629,351,1894,3729,274,844,1431,3914,2959,1686,2706,3161,3750,4933,1781,3500,603,1419,7059,568,4185,3206,2387,4618,6091,6966
ENSG00000047365.12,429,3768,2362,3732,8993,11884,2898,2757,3665,8022,5748,1581,5077,629,1308,491,2505,2010,210,1216,388,4102,1087,423,1756,5350,4792,6175,457,3475,1499,831,10320,1455,5167,4349,549,3445,6241,6760
ENSG00000047410.14,8180,5958,9350,2358,6226,16159,13716,10840,4091,8121,3380,9473,7817,6141,5718,1784,4989,13139,2567,3983,2548,10416,6153,4304,5065,9462,3523,8433,8425,8743,6667,6059,9074,4200,6310,5993,5639,18134,5830,7214
ENSG00000047457.14,14,195,21,24,4,30,267,136,36,104,55,20,63,9,15,124,157,10,17,50,242,186,117,44,34,16,119,64,91,8,11,145,84,45,11,89,209,360,56,84
ENSG00000047578.13,2591,1719,1611,1031,1331,1276,2297,2581,1222,4638,681,1993,866,2402,1030,394,1671,1292,263,767,1442,1279,1198,1130,739,1095,637,926,1100,1143,2012,1557,1155,1022,678,907,803,1503,901,842
ENSG00000047579.20,803,706,692,757,404,1382,933,857,1109,2108,539,1562,955,440,510,218,705,695,321,555,1209,1463,557,1103,373,645,217,856,202,849,310,874,769,249,637,528,732,1055,738,730
ENSG00000047597.7,179,2263,1391,668,634,1158,2977,55,2141,236,44,701,1518,96,2946,199,34,908,98,777,312,1767,951,377,1227,125,2732,445,435,528,88,57,332,82,897,958,471,24190,2837,157
ENSG00000047617.15,8,170,22,9,0,8,12,3,17,9,2,0,2,6,94,0,2,12,0,0,8,14,4,1,2,4,5,4,15,1,0,0,7,1,29,2,0,3,1,1
ENSG00000047621.12,280,555,655,270,353,1318,724,670,665,540,263,607,803,700,319,110,433,852,235,148,268,1325,674,732,303,958,326,634,900,1169,964,933,518,178,524,506,178,2158,489,543
